,Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
205,2018,Benson Unified School District,79226,Benson Middle School,4794,*,*,*,*,*,*,*,105,87,88,*,*,*,*,280
206,2018,Benson Unified School District,79226,Benson Primary School,4793,12,92,82,84,94,93,95,*,*,*,*,*,*,*,552
207,2018,Benson Unified School District,79226,San Pedro Valley High School,85879,*,*,*,*,*,*,*,*,*,*,*,*,*,11,16
208,2018,Benson Unified School District,79226,San Pedro Valley Online Academy,90775,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
209,2018,Bicentennial Union High School District,4515,Salome High School,6203,*,*,*,*,*,*,*,*,*,*,22,33,33,23,111
210,2018,Bisbee Unified District,4169,Bisbee High School,4754,*,*,*,*,*,*,*,*,*,*,72,83,70,56,281
211,2018,Bisbee Unified District,4169,Greenway Primary School,4752,*,30,47,37,43,57,*,*,*,*,*,*,*,*,214
212,2018,Bisbee Unified District,4169,Lowell School,4753,*,*,*,*,*,*,60,41,52,37,*,*,*,*,190
213,2018,Blue Adobe Project,89871,Sky Islands,89872,*,*,*,*,*,*,*,*,*,*,18,24,18,15,75
214,2018,Blue Elementary District,4231,Blue Elementary School,4908,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12
215,2018,Blue Ridge Unified School District No. 32,4397,Blue Ridge Elementary School,5645,12,120,133,134,139,160,163,161,*,*,*,*,*,*,1022
216,2018,Blue Ridge Unified School District No. 32,4397,Blue Ridge High School,5648,*,*,*,*,*,*,*,*,*,*,182,183,167,161,693
217,2018,Blue Ridge Unified School District No. 32,4397,Blue Ridge High School Online,456092,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
218,2018,Blue Ridge Unified School District No. 32,4397,Blue Ridge Jr High School,5647,*,*,*,*,*,*,*,*,191,180,*,*,*,*,371
219,2018,Blueprint Education,81041,Blueprint High School,90158,*,*,*,*,*,*,*,*,*,*,*,12,*,29,53
220,2018,Blueprint Education,81041,Hope High School,81042,*,*,*,*,*,*,*,*,*,*,12,35,53,128,228
221,2018,Blueprint Education,81041,Hope High School Online,81182,*,*,*,*,*,*,*,*,*,*,13,32,46,111,216
222,2018,Bonita Elementary District,4224,Bonita Elementary School,4896,*,*,11,11,*,*,13,*,*,11,*,*,*,*,86
223,2018,Bouse Elementary District,4513,Bouse Elementary School,6201,*,*,*,*,*,*,*,*,*,*,*,*,*,*,21
224,2018,Bowie Unified District,4171,Bowie Elementary School,4758,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41
225,2018,Bowie Unified District,4171,Bowie High School,4759,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22
226,2018,Boys & Girls Clubs of the East Valley dba Mesa Arts Academy,4305,Mesa Arts Academy,5470,*,24,24,26,27,27,27,27,24,26,*,*,*,*,232
227,2018,"Bradley Academy of Excellence, Inc.",81097,Bradley Academy of Excellence,81098,59,212,35,77,45,25,36,31,22,*,*,*,*,*,550
228,2018,"Bright Beginnings School, Inc.",4362,Bright Beginnings School #1,5550,*,35,44,42,42,32,37,18,*,*,*,*,*,*,250
229,2018,Buckeye Elementary District,4269,Bales Elementary School,81110,*,63,63,93,81,79,101,92,86,97,*,*,*,*,755
230,2018,Buckeye Elementary District,4269,Buckeye Elementary School,87473,81,86,68,77,78,69,94,79,79,91,*,*,*,*,802
231,2018,Buckeye Elementary District,4269,Inca Elementary School,90341,*,72,70,64,68,91,77,106,92,99,*,*,*,*,739
232,2018,Buckeye Elementary District,4269,Marionneaux Elementary School,527220,*,79,76,71,70,71,82,81,89,83,*,*,*,*,702
233,2018,Buckeye Elementary District,4269,Steven R. Jasinski Elementary School,89572,24,39,33,45,47,44,47,53,47,61,*,*,*,*,440
234,2018,Buckeye Elementary District,4269,Sundance Elementary,87471,*,76,79,78,80,109,80,74,79,92,*,*,*,*,747
235,2018,Buckeye Elementary District,4269,Westpark Elementary School,88398,*,74,59,73,83,75,81,80,95,83,*,*,*,*,703
236,2018,Buckeye Union High School District,4284,Buckeye Union High School,5424,*,*,*,*,*,*,*,*,*,*,388,435,324,339,1486
237,2018,Buckeye Union High School District,4284,Estrella Foothills High School,79376,*,*,*,*,*,*,*,*,*,*,267,282,258,259,1066
238,2018,Buckeye Union High School District,4284,Youngker High School,89573,*,*,*,*,*,*,*,*,*,*,421,357,361,323,1462
239,2018,Bullhead City School District,4378,Bullhead City Jr High School,5587,*,*,*,*,*,*,*,135,148,153,*,*,*,*,436
240,2018,Bullhead City School District,4378,Coyote Canyon School,5583,20,181,146,143,*,*,*,*,*,*,*,*,*,*,490
241,2018,Bullhead City School District,4378,Desert Valley School,5584,*,*,*,*,142,173,139,*,*,*,*,*,*,*,454
242,2018,Bullhead City School District,4378,Diamondback Elementary School,5585,*,94,78,101,93,84,105,*,*,*,*,*,*,*,555
243,2018,Bullhead City School District,4378,Fox Creek Jr High School,6048,*,*,*,*,*,*,*,164,149,173,*,*,*,*,486
244,2018,Bullhead City School District,4378,Sunrise Elementary,79655,*,66,46,58,53,74,58,*,*,*,*,*,*,*,355
245,2018,"CAFA, Inc. dba Learning Foundation Performing Arts School",79971,Learning Foundation,81102,*,30,24,27,17,24,23,27,*,*,*,*,*,*,172
246,2018,"CAFA, Inc. dba Learning Foundation and Performing Arts Alta Mesa",90328,Learning Foundation and Performing Arts Alta Mesa,88290,*,25,27,24,39,16,20,25,25,23,*,*,*,*,224
247,2018,"CAFA, Inc. dba Learning Foundation and Performing Arts Gilbert",90327,Learning Foundation and Performing Arts Gilbert,88289,*,*,*,*,*,*,*,*,102,95,74,70,55,44,440
248,2018,"CAFA, Inc. dba Learning Foundation and Performing Arts Gilbert",90327,Learning Foundation and Performing Arts Warner,92235,*,50,58,65,65,58,61,71,*,*,*,*,*,*,428
249,2018,CASA Academy,91934,CASA Academy,92498,*,52,55,51,*,*,*,*,*,*,*,*,*,*,158
250,2018,CITY Center for Collaborative Learning,85448,City High School,85451,*,*,*,*,*,*,*,*,*,*,48,49,46,41,184
251,2018,CITY Center for Collaborative Learning,85448,Paulo Freire Freedom School - Downtown,92561,*,*,*,*,*,*,*,23,25,25,*,*,*,*,73
252,2018,CITY Center for Collaborative Learning,85448,Paulo Freire Freedom School - University,87441,*,*,*,*,*,*,*,25,22,25,*,*,*,*,72
253,2018,CPLC Community Schools dba Envision High School,90331,Envision High School,87412,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
254,2018,CPLC Community Schools dba Hiaki High School,90331,Hiaki High School,87412,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
255,2018,CPLC Community Schools dba Toltecalli High School,80032,Toltecali High School,80033,*,*,*,*,*,*,*,*,*,*,*,23,37,58,125
256,2018,Calibre Academy,79055,Calibre Academy Surprise,80463,*,58,48,64,58,61,49,53,56,50,*,*,*,*,497
257,2018,"Cambridge Academy  East,  Inc",78888,Cambridge Academy East,78889,*,36,21,37,32,29,21,17,*,*,*,*,*,*,193
258,2018,"Cambridge Academy  East,  Inc",78888,Cambridge Academy East,90325,*,22,21,21,19,15,16,16,*,*,*,*,*,*,145
259,2018,"Camelback Education, Inc",79905,Camelback Academy,79906,*,63,52,68,56,65,62,58,61,58,*,*,*,*,543
260,2018,Camino Montessori,91330,Camino Montessori,91926,*,16,18,15,14,*,*,*,*,*,*,*,*,*,83
261,2018,Camp Verde Unified District,4470,Camp Verde Accommodation School,84659,*,*,*,*,*,*,*,*,*,*,*,*,*,*,17
262,2018,Camp Verde Unified District,4470,Camp Verde Elementary School,6098,12,75,104,97,99,120,121,*,*,*,*,*,*,*,628
263,2018,Camp Verde Unified District,4470,Camp Verde High School,6100,*,*,*,*,*,*,*,*,*,*,144,149,106,75,474
264,2018,Camp Verde Unified District,4470,Camp Verde Middle School,6099,*,*,*,*,*,*,*,102,143,114,*,*,*,*,359
265,2018,Camp Verde Unified District,4470,South Verde Technology Magnet,90137,*,*,*,*,*,*,*,*,*,*,*,*,*,*,23
266,2018,"Candeo Schools, Inc.",89758,Candeo Peoria,89759,*,65,65,60,63,63,55,56,55,54,*,*,*,*,536
267,2018,Canon Elementary District,4484,Canon School,6119,*,18,11,12,16,13,20,*,16,15,*,*,*,*,131
268,2018,"Canyon Rose Academy, Inc.",81029,Canyon Rose Academy,81030,*,*,*,*,*,*,*,*,*,*,11,28,47,138,224
269,2018,"Canyon Rose Academy, Inc.",81029,Canyon Rose Academy-East,605648,*,*,*,*,*,*,*,*,*,*,*,*,*,23,39
270,2018,"Carden of Tucson, Inc.",78858,Carden of Tucson,78859,*,*,*,*,11,16,15,*,13,11,*,*,*,*,95
271,2018,"Career Development, Inc.",4400,Northern AZ Academy for Career Dev. - Taylor,5652,*,*,*,*,*,*,*,*,*,*,*,13,*,20,45
272,2018,Career Success Schools,79047,Career Success High School - Glendale,80430,*,*,*,*,*,*,*,*,*,14,*,*,*,19,53
273,2018,Career Success Schools,79047,Career Success High School - Main Campus,79129,*,*,*,*,*,*,*,*,*,*,*,28,54,266,358
274,2018,Career Success Schools,79047,Career Success Jr/Sr High School - North Phoenix,80025,*,*,*,*,*,*,*,*,*,*,*,*,21,42,72
275,2018,Career Success Schools,79047,Career Success School - Sage Campus,80050,*,21,25,21,16,18,22,25,16,*,*,*,*,*,164
276,2018,Carpe Diem Collegiate High School,80001,Carpe Diem Collegiate High School dba Carpe Diem e-Learning Community,80002,*,*,*,*,*,*,*,43,37,36,24,27,21,12,200
277,2018,Carpe Diem Collegiate High School,80001,iSchool2020,89656,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
278,2018,Cartwright Elementary District,4282,Bret R. Tarver,79283,*,107,98,134,106,130,136,*,*,*,*,*,*,*,711
279,2018,Cartwright Elementary District,4282,Cartwright School,5398,*,70,67,85,60,90,95,112,85,88,*,*,*,*,752
280,2018,Cartwright Elementary District,4282,Charles W. Harris School,5405,*,138,110,127,136,142,157,129,126,130,*,*,*,*,1195
281,2018,Cartwright Elementary District,4282,Desert Sands Middle School,5406,*,*,*,*,*,*,*,321,380,359,*,*,*,*,1060
282,2018,Cartwright Elementary District,4282,Estrella Middle School,5411,*,*,*,*,*,*,*,396,428,424,*,*,*,*,1248
283,2018,Cartwright Elementary District,4282,Frank Borman School,5407,*,96,98,130,112,127,122,142,125,141,*,*,*,*,1093
284,2018,Cartwright Elementary District,4282,G. Frank Davidson,6032,*,106,104,118,106,128,125,*,*,*,*,*,*,*,687
285,2018,Cartwright Elementary District,4282,Glenn L. Downs School,5399,*,68,65,75,84,95,97,90,69,85,*,*,*,*,728
286,2018,Cartwright Elementary District,4282,Heatherbrae School,5409,*,111,94,130,114,141,138,*,*,*,*,*,*,*,728
287,2018,Cartwright Elementary District,4282,Holiday Park School,5402,*,98,90,90,117,126,131,*,*,*,*,*,*,*,652
288,2018,Cartwright Elementary District,4282,John F. Long,5400,*,119,124,126,108,149,132,*,*,*,*,*,*,*,758
289,2018,Cartwright Elementary District,4282,Justine Spitalny School,5401,*,67,86,101,96,123,101,*,*,*,*,*,*,*,574
290,2018,Cartwright Elementary District,4282,Manuel Pena Jr. School,81109,*,113,122,130,107,143,118,*,*,*,*,*,*,*,733
291,2018,Cartwright Elementary District,4282,Marc T. Atkinson Middle School,78980,*,*,*,*,*,*,*,410,420,433,*,*,*,*,1263
292,2018,Cartwright Elementary District,4282,Palm Lane,5412,*,135,112,125,165,156,144,*,*,*,*,*,*,*,841
293,2018,Cartwright Elementary District,4282,Peralta School,5413,*,126,142,145,153,144,173,*,*,*,*,*,*,*,883
294,2018,Cartwright Elementary District,4282,Raul H. Castro Middle School,89955,*,*,*,*,*,*,*,281,264,310,*,*,*,*,855
295,2018,Cartwright Elementary District,4282,Starlight Park School,5404,*,126,114,120,151,143,172,*,*,*,*,*,*,*,826
296,2018,Cartwright Elementary District,4282,Sunset School,5403,*,117,129,118,126,128,118,*,*,*,*,*,*,*,736
297,2018,Cartwright Elementary District,4282,Tomahawk School,5415,*,113,126,130,134,150,151,*,*,*,*,*,*,*,804
298,2018,Casa Grande Elementary District,4446,Cactus Middle School,79692,*,*,*,*,*,*,*,284,301,310,*,*,*,*,895
299,2018,Casa Grande Elementary District,4446,Casa Grande Middle School,5934,*,*,*,*,*,*,*,225,184,207,*,*,*,*,616
300,2018,Casa Grande Elementary District,4446,Cholla Elementary School,5935,*,90,76,76,73,83,86,*,*,*,*,*,*,*,484
301,2018,Casa Grande Elementary District,4446,Cottonwood Elementary School,5929,*,73,74,75,64,78,64,*,*,*,*,*,*,*,428
302,2018,Casa Grande Elementary District,4446,Desert Willow Elementary School,87948,*,70,58,77,109,107,111,*,*,*,*,*,*,*,532
303,2018,Casa Grande Elementary District,4446,Evergreen Elementary School,5930,*,52,66,63,72,71,81,*,*,*,*,*,*,*,405
304,2018,Casa Grande Elementary District,4446,Ironwood School,5936,*,73,87,74,80,84,86,*,*,*,*,*,*,*,484
305,2018,Casa Grande Elementary District,4446,McCartney Ranch Elementary School,89578,*,104,101,114,113,122,137,*,*,*,*,*,*,*,691
306,2018,Casa Grande Elementary District,4446,Mesquite Elementary School,5937,*,68,66,75,67,83,87,*,*,*,*,*,*,*,446
307,2018,Casa Grande Elementary District,4446,Palo Verde School,5932,*,57,66,70,85,84,74,*,*,*,*,*,*,*,436
308,2018,Casa Grande Elementary District,4446,Saguaro Elementary School,5933,*,81,69,73,61,93,95,*,*,*,*,*,*,*,472
309,2018,Casa Grande Elementary District,4446,Villago Middle School,89579,*,*,*,*,*,*,*,304,297,281,*,*,*,*,882
310,2018,Casa Grande Union High School District,4453,Casa Grande Union High School,5948,*,*,*,*,*,*,*,*,*,*,504,475,364,433,1776
311,2018,Casa Grande Union High School District,4453,Vista Grande High School,90084,*,*,*,*,*,*,*,*,*,*,443,446,332,365,1586
312,2018,Catalina Foothills Unified District,4410,Canyon View Elementary School,5835,*,68,71,70,64,62,91,*,*,*,*,*,*,*,426
313,2018,Catalina Foothills Unified District,4410,Catalina Foothills High School,5839,*,*,*,*,*,*,*,*,*,*,476,426,413,388,1703
314,2018,Catalina Foothills Unified District,4410,Esperero Canyon Middle School,5837,*,*,*,*,*,*,*,206,211,232,*,*,*,*,649
315,2018,Catalina Foothills Unified District,4410,Manzanita School,5833,*,84,108,96,102,94,108,*,*,*,*,*,*,*,592
316,2018,Catalina Foothills Unified District,4410,Orange Grove Middle School,5834,*,*,*,*,*,*,*,230,230,216,*,*,*,*,676
317,2018,Catalina Foothills Unified District,4410,Sunrise Drive Elementary School,5832,*,81,87,94,102,85,123,*,*,*,*,*,*,*,572
318,2018,Catalina Foothills Unified District,4410,Ventana Vista Elementary School,5838,*,88,100,84,101,95,80,*,*,*,*,*,*,*,548
319,2018,Cave Creek Unified District,4244,Black Mountain Elementary School,5134,*,61,61,62,61,67,83,76,*,*,*,*,*,*,471
320,2018,Cave Creek Unified District,4244,Cactus Shadows High School,5137,*,*,*,*,*,*,*,*,*,*,478,446,464,431,1819
321,2018,Cave Creek Unified District,4244,Desert Sun Academy,5136,*,42,48,44,43,50,65,53,*,*,*,*,*,*,345
322,2018,Cave Creek Unified District,4244,Desert Willow Elementary School,78912,*,87,76,85,93,85,82,118,*,*,*,*,*,*,626
323,2018,Cave Creek Unified District,4244,Horseshoe Trails Elementary School,87477,*,82,90,95,92,88,79,125,*,*,*,*,*,*,651
324,2018,Cave Creek Unified District,4244,Lone Mountain Elementary School,80056,*,60,48,71,82,82,87,94,*,*,*,*,*,*,524
325,2018,Cave Creek Unified District,4244,Sonoran Trails Middle School,78911,*,*,*,*,*,*,*,*,440,494,*,*,*,*,934
326,2018,Cedar Unified District,4395,Jeddito School,5638,*,12,*,20,12,11,*,12,16,12,*,*,*,*,118
327,2018,"Center for Academic Success, Inc.",4191,Center for Academic Success #4,85876,*,*,*,*,*,*,55,58,64,78,*,*,*,*,255
328,2018,"Center for Academic Success, Inc.",4191,Center for Academic Success #5,85877,*,53,44,45,41,60,48,37,41,26,*,*,*,*,395
329,2018,"Center for Academic Success, Inc.",4191,"Center for Academic Success, The #1",4801,*,*,*,*,*,*,*,*,*,*,34,27,37,25,123
330,2018,"Center for Academic Success, Inc.",4191,"Center for Academic Success, The #2",4802,*,*,*,*,*,*,*,*,*,*,48,57,28,27,160
331,2018,"Center for Academic Success, Inc.",4191,"Center for Academic Success, The #3",79039,*,26,45,52,57,49,*,*,*,*,*,*,*,*,229
332,2018,"Challenge School, Inc.",6362,Challenge Charter School,5555,*,84,99,77,83,58,58,43,*,*,*,*,*,*,502
333,2018,"Challenger Basic School, Inc.",79886,Challenger Basic School,79910,*,47,41,39,41,45,43,14,*,*,*,*,*,*,270
334,2018,Chandler Preparatory Academy,88299,Great Hearts Academies - Chandler Prep,88300,*,*,*,*,*,*,*,134,126,120,100,88,83,77,728
335,2018,Chandler Unified District #80,4242,Anna Marie Jacobson  Elementary School,5117,*,95,107,99,130,141,162,146,*,*,*,*,*,*,880
336,2018,Chandler Unified District #80,4242,Arizona College Prep Erie Campus,89591,*,*,*,*,*,*,*,*,95,111,192,161,115,96,770
337,2018,Chandler Unified District #80,4242,Arizona College Prep Oakland Campus,90302,*,*,*,*,*,*,*,120,287,219,*,*,*,*,626
338,2018,Chandler Unified District #80,4242,Audrey & Robert Ryan Elementary,85838,*,71,87,99,124,148,147,130,*,*,*,*,*,*,806
339,2018,Chandler Unified District #80,4242,Basha Elementary,79247,*,81,92,92,100,95,109,118,*,*,*,*,*,*,687
340,2018,Chandler Unified District #80,4242,Basha High School,79633,11,*,*,*,*,*,*,71,73,71,550,590,540,687,2593
341,2018,Chandler Unified District #80,4242,Bogle Junior High School,5125,*,*,*,*,*,*,*,*,637,675,*,*,*,*,1312
342,2018,Chandler Unified District #80,4242,Chandler High School,5127,*,*,*,*,*,*,*,*,*,*,874,843,755,751,3223
343,2018,Chandler Unified District #80,4242,Chandler Online Academy,91282,*,*,*,*,*,*,*,*,*,13,23,21,31,58,150
344,2018,Chandler Unified District #80,4242,Chandler Traditional Academy - Goodman,5119,*,116,110,117,104,96,103,76,*,*,*,*,*,*,722
345,2018,Chandler Unified District #80,4242,Chandler Traditional Academy - Independence,88404,*,124,139,133,124,129,107,71,*,*,*,*,*,*,827
346,2018,Chandler Unified District #80,4242,Chandler Traditional Academy - Liberty Campus,80102,*,119,100,91,104,88,90,62,*,*,*,*,*,*,654
347,2018,Chandler Unified District #80,4242,Chandler Traditional Academy-Freedom,85837,50,79,87,80,88,99,93,103,*,*,*,*,*,*,679
348,2018,Chandler Unified District #80,4242,Chandler Traditional Academy-Humphrey,5122,*,73,62,64,82,105,112,87,*,*,*,*,*,*,585
349,2018,Chandler Unified District #80,4242,Charlotte Patterson Elementary,89926,*,122,149,123,135,153,152,143,*,*,*,*,*,*,977
350,2018,Chandler Unified District #80,4242,Dr Howard K Conley Elementary School,5126,28,88,84,84,92,97,96,97,*,*,*,*,*,*,666
351,2018,Chandler Unified District #80,4242,Dr. Camille Casteel High School,92892,*,*,*,*,*,*,*,*,523,544,555,395,277,*,2294
352,2018,Chandler Unified District #80,4242,Dr. Gary and Annette Auxier Elementary School,92891,*,149,137,155,125,141,138,113,*,*,*,*,*,*,958
353,2018,Chandler Unified District #80,4242,Frye Elementary School,5116,60,84,75,82,79,67,75,74,*,*,*,*,*,*,596
354,2018,Chandler Unified District #80,4242,Galveston Elementary School,5113,53,68,75,81,88,84,104,78,*,*,*,*,*,*,631
355,2018,Chandler Unified District #80,4242,Haley Elementary,89925,*,136,151,129,157,146,155,124,*,*,*,*,*,*,998
356,2018,Chandler Unified District #80,4242,Hamilton High School,6015,*,*,*,*,*,*,*,*,*,*,979,991,946,873,3789
357,2018,Chandler Unified District #80,4242,Hartford Sylvia Encinas Elementary,5114,39,97,87,89,97,127,104,87,*,*,*,*,*,*,727
358,2018,Chandler Unified District #80,4242,Ira A. Fulton Elementary,89590,*,104,113,139,126,147,133,141,*,*,*,*,*,*,903
359,2018,Chandler Unified District #80,4242,Jane D. Hull Elementary,79653,47,80,85,101,116,103,128,116,*,*,*,*,*,*,776
360,2018,Chandler Unified District #80,4242,John & Carol Carlson Elementary,91794,*,108,104,110,124,124,129,98,*,*,*,*,*,*,797
361,2018,Chandler Unified District #80,4242,John M Andersen Elementary School,5121,*,97,97,90,99,100,86,*,*,*,*,*,*,*,569
362,2018,Chandler Unified District #80,4242,John M Andersen Jr High School,5123,*,*,*,*,*,*,*,134,363,362,*,*,*,*,859
363,2018,Chandler Unified District #80,4242,Knox Gifted Academy,5115,18,50,90,90,99,98,121,104,*,*,*,*,*,*,670
364,2018,Chandler Unified District #80,4242,Navarrete Elementary,79636,*,82,76,81,86,103,144,123,*,*,*,*,*,*,695
365,2018,Chandler Unified District #80,4242,Perry High School,89613,*,*,*,*,*,*,*,*,*,*,803,924,808,858,3393
366,2018,Chandler Unified District #80,4242,Riggs Elementary,89589,68,100,89,118,132,153,142,145,*,*,*,*,*,*,947
367,2018,Chandler Unified District #80,4242,Robert and Danell Tarwater Elementary,6014,*,130,117,130,119,118,124,131,*,*,*,*,*,*,869
368,2018,Chandler Unified District #80,4242,Rudy G Bologna Elementary,6013,32,75,86,74,79,68,85,72,*,*,*,*,*,*,571
369,2018,Chandler Unified District #80,4242,San Marcos Elementary School,5111,75,63,53,60,74,65,63,66,*,*,*,*,*,*,519
370,2018,Chandler Unified District #80,4242,Sanborn Elementary School,5118,*,87,84,74,87,104,99,89,*,*,*,*,*,*,624
371,2018,Chandler Unified District #80,4242,Santan Elementary,87679,55,76,76,85,95,100,119,173,*,*,*,*,*,*,779
372,2018,Chandler Unified District #80,4242,Santan Junior High School,79634,*,*,*,*,*,*,*,*,627,674,*,*,*,*,1301
373,2018,Chandler Unified District #80,4242,Shumway Leadership Academy,5124,30,61,74,59,58,75,68,62,*,*,*,*,*,*,487
374,2018,Chandler Unified District #80,4242,T. Dale Hancock Elementary School,79635,59,99,88,95,113,111,119,110,*,*,*,*,*,*,794
375,2018,Chandler Unified District #80,4242,Weinberg Elementary School,5120,*,110,105,98,118,125,118,121,*,*,*,*,*,*,795
