,Fiscal Year,LEA Name,LEA Entity ID,School Name,School Entity ID,PS,KG,1,2,3,4,5,6,7,8,9,10,11,12,Total
1002,2018,Litchfield Elementary District,4281,Scott L Libby Elementary School,5394,42,101,79,97,106,112,120,*,*,*,*,*,*,*,657
1003,2018,Litchfield Elementary District,4281,Verrado Elementary School,89586,43,98,110,107,110,108,117,*,*,*,*,*,*,*,693
1004,2018,Litchfield Elementary District,4281,Verrado Heritage Elementary School,92878,*,97,87,103,94,89,124,116,127,128,*,*,*,*,965
1005,2018,Litchfield Elementary District,4281,Verrado Middle School,85844,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1006,2018,Litchfield Elementary District,4281,Western Sky Middle School,5395,*,*,*,*,*,*,*,344,333,317,*,*,*,*,994
1007,2018,Litchfield Elementary District,4281,White Tanks Learning Center,79220,*,*,*,*,*,*,*,*,*,*,*,*,*,*,29
1008,2018,Litchfield Elementary District,4281,Wigwam Creek Middle School,79221,*,*,*,*,*,*,*,346,332,313,*,*,*,*,991
1009,2018,Little Lamb Community School,79050,Mission Montessori Academy,79126,*,29,47,44,43,24,22,33,*,*,*,*,*,*,242
1010,2018,Littlefield Unified District,4374,Beaver Dam Elementary,5579,13,28,17,35,25,26,27,19,*,*,*,*,*,*,190
1011,2018,Littlefield Unified District,4374,Beaver Dam High School,85821,*,*,*,*,*,*,*,*,41,30,28,34,35,25,193
1012,2018,Littleton Elementary District,4278,Collier Elementary School,79618,*,96,89,88,99,116,103,105,107,106,*,*,*,*,909
1013,2018,Littleton Elementary District,4278,Country Place Elementary,87476,*,100,93,100,103,107,105,112,111,110,*,*,*,*,941
1014,2018,Littleton Elementary District,4278,Estrella Vista Elementary School,89608,*,97,96,100,124,105,115,109,107,111,*,*,*,*,964
1015,2018,Littleton Elementary District,4278,Fine Arts Academy,530879,*,74,52,50,53,79,76,76,78,52,*,*,*,*,590
1016,2018,Littleton Elementary District,4278,Littleton Elementary School,5360,96,58,48,68,51,52,60,50,50,63,*,*,*,*,596
1017,2018,Littleton Elementary District,4278,Quentin Elementary School,85852,*,81,82,89,81,97,81,101,109,109,*,*,*,*,830
1018,2018,Littleton Elementary District,4278,Tres Rios Elementary School,89924,*,61,87,94,88,85,101,90,91,94,*,*,*,*,791
1019,2018,MCCCD on behalf of Phoenix College Preparatory Academy,81174,Phoenix College Preparatory Academy,81175,*,*,*,*,*,*,*,*,*,*,71,34,33,33,171
1020,2018,Madison Elementary District,4270,Madison #1 Elementary School,5324,*,*,*,*,*,*,263,269,219,227,*,*,*,*,978
1021,2018,Madison Elementary District,4270,Madison Camelview Elementary,5325,*,109,116,120,103,127,*,*,*,*,*,*,*,*,575
1022,2018,Madison Elementary District,4270,Madison Heights Elementary School,5330,25,76,83,111,96,70,*,*,*,*,*,*,*,*,461
1023,2018,Madison Elementary District,4270,Madison Meadows School,5329,*,*,*,*,*,*,204,199,199,197,*,*,*,*,799
1024,2018,Madison Elementary District,4270,Madison Park School,5328,*,*,*,*,*,*,92,94,96,83,*,*,*,*,365
1025,2018,Madison Elementary District,4270,Madison Richard Simis School,5326,*,166,192,186,204,207,*,*,*,*,*,*,*,*,955
1026,2018,Madison Elementary District,4270,Madison Rose Lane School,5327,*,180,159,157,167,151,*,*,*,*,*,*,*,*,814
1027,2018,Madison Elementary District,4270,Madison Traditional Academy,89622,*,77,86,83,85,90,97,97,91,97,*,*,*,*,803
1028,2018,Madison Highland Prep,91935,Madison Highland Prep,92605,*,*,*,*,*,*,*,*,*,*,127,131,117,69,444
1029,2018,Maine Consolidated School District,4199,Maine Consolidated School,4839,*,12,13,11,15,*,11,14,12,*,*,*,*,*,114
1030,2018,Mammoth-San Manuel Unified District,4439,First Avenue Elementary School,5902,35,29,33,33,49,40,40,48,*,*,*,*,*,*,307
1031,2018,Mammoth-San Manuel Unified District,4439,Mammoth Elementary School,5901,13,27,*,*,*,*,11,*,*,*,*,*,*,*,101
1032,2018,Mammoth-San Manuel Unified District,4439,San Manual Jr. High School,5903,*,*,*,*,*,*,*,*,52,52,*,*,*,*,104
1033,2018,Mammoth-San Manuel Unified District,4439,San Manuel High School,5904,*,*,*,*,*,*,*,*,*,*,58,45,55,64,222
1034,2018,Marana Unified District,4404,A. C. E.,5768,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1035,2018,Marana Unified District,4404,Butterfield Elementary School,5772,*,57,65,62,54,65,79,80,*,*,*,*,*,*,462
1036,2018,Marana Unified District,4404,Coyote Trail Elementary School,5777,*,73,66,63,75,67,82,79,*,*,*,*,*,*,505
1037,2018,Marana Unified District,4404,Degrazia Elementary School,5769,*,51,61,63,62,87,67,84,*,*,*,*,*,*,475
1038,2018,Marana Unified District,4404,Gladden Farms Elementary,713837,*,86,90,66,71,69,82,84,*,*,*,*,*,*,548
1039,2018,Marana Unified District,4404,Ironwood Elementary School,5775,*,76,82,84,90,93,109,90,*,*,*,*,*,*,624
1040,2018,Marana Unified District,4404,MCAT High School,6279,*,*,*,*,*,*,*,*,*,*,*,*,*,90,92
1041,2018,Marana Unified District,4404,Marana Distance Learning,87083,*,*,*,*,*,*,*,*,*,*,*,*,*,35,71
1042,2018,Marana Unified District,4404,Marana High School,5781,*,*,*,*,*,*,*,*,*,*,560,558,492,467,2077
1043,2018,Marana Unified District,4404,Marana Middle School,5779,*,*,*,*,*,*,*,*,535,556,*,*,*,*,1091
1044,2018,Marana Unified District,4404,Marjorie W Estes Elementary School,5770,47,76,84,70,75,82,83,63,*,*,*,*,*,*,580
1045,2018,Marana Unified District,4404,Mountain View High School,5782,*,*,*,*,*,*,*,*,*,*,436,375,371,367,1549
1046,2018,Marana Unified District,4404,Picture Rocks Elementary,5774,*,85,83,85,83,93,101,90,*,*,*,*,*,*,620
1047,2018,Marana Unified District,4404,Quail Run Elementary School,5776,*,73,70,73,80,74,78,69,*,*,*,*,*,*,517
1048,2018,Marana Unified District,4404,Rattlesnake Ridge Elementary,89585,*,58,62,59,63,89,86,78,*,*,*,*,*,*,495
1049,2018,Marana Unified District,4404,Roadrunner Elementary School,5773,*,51,34,52,57,63,58,46,*,*,*,*,*,*,361
1050,2018,Marana Unified District,4404,Thornydale Elementary School,5771,*,56,41,37,45,40,39,51,*,*,*,*,*,*,309
1051,2018,Marana Unified District,4404,Tortolita Middle School,5780,*,*,*,*,*,*,*,*,375,399,*,*,*,*,774
1052,2018,Marana Unified District,4404,Twin Peaks Elementary School,79445,*,86,85,67,91,85,68,76,*,*,*,*,*,*,558
1053,2018,Maricopa County Community College District dba Gateway Early College High School,4314,Gateway Early College High School,5480,*,*,*,*,*,*,*,*,*,*,74,65,66,49,254
1054,2018,Maricopa County Regional District,4234,Southwest Key Transitional Learning Center,90797,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1055,2018,Maricopa County Regional School District,4234,Durango Transitional Learning Center,6823,*,*,*,*,*,*,*,*,*,*,13,21,25,17,81
1056,2018,Maricopa County Regional School District,4234,Esperanza Prep,549878,*,15,*,*,*,*,*,*,*,*,*,*,*,*,41
1057,2018,Maricopa County Regional School District,4234,Hope College and Career Readiness Academy,969999,*,*,*,*,*,*,*,*,*,*,13,29,25,43,110
1058,2018,Maricopa County Regional School District,4234,Mesa Transitional Learning Center,6822,*,*,*,*,*,*,*,*,*,*,*,*,14,22,54
1059,2018,Maricopa County Regional School District,4234,Southwest Key Transitional Learning Center,90797,*,*,*,*,*,*,*,*,*,*,294,*,*,*,327
1060,2018,Maricopa County Regional School District,4234,Tumbleweed Transitional Learning Center,80410,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12
1061,2018,Maricopa Unified School District,4441,Butterfield Elementary School,89910,*,92,104,85,119,114,114,*,*,*,*,*,*,*,628
1062,2018,Maricopa Unified School District,4441,Desert Wind Middle School,89911,*,*,*,*,*,*,*,216,224,209,*,*,*,*,649
1063,2018,Maricopa Unified School District,4441,Maricopa Elementary School,5908,*,98,114,88,101,126,130,*,*,*,*,*,*,*,657
1064,2018,Maricopa Unified School District,4441,Maricopa High School,5910,*,*,*,*,*,*,*,*,*,*,606,529,492,429,2056
1065,2018,Maricopa Unified School District,4441,Maricopa Wells Middle School,5909,*,*,*,*,*,*,*,261,283,307,*,*,*,*,851
1066,2018,Maricopa Unified School District,4441,Pima Butte Elementary School,87479,*,67,80,75,88,73,89,*,*,*,*,*,*,*,472
1067,2018,Maricopa Unified School District,4441,Saddleback Elementary School,89909,88,80,77,81,82,85,79,*,*,*,*,*,*,*,572
1068,2018,Maricopa Unified School District,4441,Santa Cruz Elementary School,88405,*,59,61,63,68,64,88,*,*,*,*,*,*,*,403
1069,2018,Maricopa Unified School District,4441,Santa Rosa Elementary School,81058,*,50,65,70,51,66,71,*,*,*,*,*,*,*,373
1070,2018,Mary C O'Brien Accommodation District,4435,Mary C  O'Brien Elementary School,5893,*,18,17,17,15,14,20,12,*,*,*,*,*,*,113
1071,2018,Mary C O'Brien Accommodation District,4435,Villa Oasis Interscholastic Center For Education (voice),6067,*,*,*,*,*,*,*,*,*,*,*,15,14,46,85
1072,2018,Mary Ellen Halvorson Educational Foundation. dba: Tri-City Prep High School,10965,Tri-City College Prep High School,78821,*,*,*,*,*,*,*,*,*,*,57,64,53,46,220
1073,2018,Maryvale Preparatory Academy,90861,Great Hearts Academies - Maryvale Prep,91781,*,54,56,58,58,62,58,53,44,43,*,*,*,*,486
1074,2018,"Masada Charter School, Inc.",79499,Masada Charter School,79511,*,52,54,51,49,63,52,54,50,38,48,*,*,*,511
1075,2018,"Math and Science Success Academy, Inc.",89852,Math and Science Success Academy,89853,*,79,78,77,75,78,82,63,59,48,*,*,*,*,639
1076,2018,Mayer Unified School District,4473,Mayer Elementary School,6107,*,36,30,28,30,49,36,38,30,29,*,*,*,*,310
1077,2018,Mayer Unified School District,4473,Mayer High School,6106,*,*,*,*,*,*,*,*,*,*,35,31,43,50,159
1078,2018,McNeal Elementary District,4181,Mcneal Elementary School,4790,*,*,*,*,*,*,*,*,*,*,*,*,*,*,52
1079,2018,Mcnary Elementary District,4163,Mcnary Elementary School,4745,*,*,12,15,20,16,14,15,12,13,*,*,*,*,127
1080,2018,Mesa Unified District,4235,Adams Elementary School,4913,24,97,93,90,93,104,93,104,*,*,*,*,*,*,698
1081,2018,Mesa Unified District,4235,Brinton Elementary,79490,*,74,76,68,79,80,83,82,*,*,*,*,*,*,542
1082,2018,Mesa Unified District,4235,Bush Elementary,4961,*,71,81,63,79,88,81,80,*,*,*,*,*,*,543
1083,2018,Mesa Unified District,4235,Carson Junior  High School,4969,*,*,*,*,*,*,*,*,495,524,*,*,*,*,1019
1084,2018,Mesa Unified District,4235,Carson Junior High School,4969,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1085,2018,Mesa Unified District,4235,Crismon Elementary School,4945,*,80,83,74,95,94,87,95,*,*,*,*,*,*,608
1086,2018,Mesa Unified District,4235,Dobson High School,4983,*,*,*,*,*,*,*,*,*,*,630,569,586,578,2363
1087,2018,Mesa Unified District,4235,Eagleridge Enrichment Program,4967,*,71,86,94,85,92,91,74,45,33,*,*,*,*,671
1088,2018,Mesa Unified District,4235,East Valley Academy,78932,*,*,*,*,*,*,*,*,*,*,*,13,51,250,314
1089,2018,Mesa Unified District,4235,Edison Elementary School,4915,*,87,83,78,101,102,108,94,*,*,*,*,*,*,653
1090,2018,Mesa Unified District,4235,Eisenhower Center for Innovation,4932,25,72,61,62,78,72,79,75,*,*,*,*,*,*,524
1091,2018,Mesa Unified District,4235,Emerson Elementary School,4916,*,105,110,106,104,140,124,133,*,*,*,*,*,*,822
1092,2018,Mesa Unified District,4235,Entz Elementary School,4959,17,92,90,93,102,110,107,105,*,*,*,*,*,*,716
1093,2018,Mesa Unified District,4235,Falcon Hill Elementary School,4956,14,65,73,78,61,73,74,77,*,*,*,*,*,*,515
1094,2018,Mesa Unified District,4235,Field Elementary School,4937,*,76,77,77,90,100,86,97,*,*,*,*,*,*,603
1095,2018,Mesa Unified District,4235,Franklin East Elementary School,4917,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1096,2018,Mesa Unified District,4235,Franklin Elementary School,4917,*,102,112,111,108,99,109,96,*,*,*,*,*,*,737
1097,2018,Mesa Unified District,4235,Franklin Junior High School,90303,*,*,*,*,*,*,*,*,144,128,*,*,*,*,272
1098,2018,Mesa Unified District,4235,Franklin West Elementary,4926,*,90,82,81,78,69,80,71,*,*,*,*,*,*,551
1099,2018,Mesa Unified District,4235,Franklin at Alma Elementary,90752,*,58,54,57,48,53,42,32,*,*,*,*,*,*,344
1100,2018,Mesa Unified District,4235,Franklin at Brimhall Elementary,91812,17,138,142,120,136,107,114,110,*,*,*,*,*,*,884
1101,2018,Mesa Unified District,4235,Fremont Junior High School,4971,*,*,*,*,*,*,*,*,505,494,*,*,*,*,999
1102,2018,Mesa Unified District,4235,Guerrero Elementary School,79225,*,73,75,84,88,92,74,88,*,*,*,*,*,*,574
1103,2018,Mesa Unified District,4235,Hale Elementary School,4931,*,48,68,79,80,74,95,80,*,*,*,*,*,*,524
1104,2018,Mesa Unified District,4235,Hawthorne Elementary School,4918,28,49,66,73,72,74,68,55,*,*,*,*,*,*,485
1105,2018,Mesa Unified District,4235,Hermosa Vista Elementary School,4955,13,119,90,106,111,104,103,92,*,*,*,*,*,*,738
1106,2018,Mesa Unified District,4235,Highland Elementary School,4944,*,117,113,112,117,107,124,104,*,*,*,*,*,*,794
1107,2018,Mesa Unified District,4235,Holmes Elementary School,4919,*,89,89,77,94,87,107,101,*,*,*,*,*,*,644
1108,2018,Mesa Unified District,4235,Irving Elementary School,4920,27,74,69,79,70,83,73,75,*,*,*,*,*,*,550
1109,2018,Mesa Unified District,4235,Ishikawa Elementary School,4952,*,120,106,127,122,121,124,133,*,*,*,*,*,*,853
1110,2018,Mesa Unified District,4235,Jefferson Elementary School,4921,*,61,70,72,84,78,95,77,*,*,*,*,*,*,537
1111,2018,Mesa Unified District,4235,Johnson Elementary School,4948,50,87,80,74,62,68,79,80,*,*,*,*,*,*,580
1112,2018,Mesa Unified District,4235,Jordan Center for Early Education,92351,263,*,*,*,*,*,*,*,*,*,*,*,*,*,267
1113,2018,Mesa Unified District,4235,Keller Elementary School,4940,66,88,84,75,77,92,81,67,*,*,*,*,*,*,630
1114,2018,Mesa Unified District,4235,Kerr Elementary School,4958,*,82,70,82,82,95,80,86,*,*,*,*,*,*,577
1115,2018,Mesa Unified District,4235,Kino Junior High School,4970,*,*,*,*,*,*,*,*,503,529,*,*,*,*,1032
1116,2018,Mesa Unified District,4235,Las Sendas Elementary School,4962,*,110,105,93,107,123,115,155,*,*,*,*,*,*,808
1117,2018,Mesa Unified District,4235,Lehi Elementary School,4922,*,50,56,53,61,51,61,61,*,*,*,*,*,*,393
1118,2018,Mesa Unified District,4235,Lincoln Elementary School,4923,27,89,86,98,98,113,115,128,*,*,*,*,*,*,754
1119,2018,Mesa Unified District,4235,Lindbergh Elementary School,4934,*,64,57,56,65,59,90,49,*,*,*,*,*,*,440
1120,2018,Mesa Unified District,4235,Longfellow Elementary School,4924,28,56,60,69,65,70,62,79,*,*,*,*,*,*,489
1121,2018,Mesa Unified District,4235,Lowell Elementary School,4925,*,76,71,72,61,87,80,85,*,*,*,*,*,*,532
1122,2018,Mesa Unified District,4235,MacArthur Elementary School,4941,*,76,85,81,92,82,87,71,*,*,*,*,*,*,574
1123,2018,Mesa Unified District,4235,Madison Elementary School,4953,*,51,55,64,61,73,74,59,*,*,*,*,*,*,437
1124,2018,Mesa Unified District,4235,Mendoza Elementary School,4951,*,66,63,58,73,71,76,84,*,*,*,*,*,*,491
1125,2018,Mesa Unified District,4235,Mesa Academy for Advanced Studies,89593,*,*,*,*,*,79,90,91,96,82,*,*,*,*,438
1126,2018,Mesa Unified District,4235,Mesa Distance Learning Program,78930,*,*,*,*,*,*,*,*,*,*,*,16,13,59,129
1127,2018,Mesa Unified District,4235,Mesa High School,4980,*,*,*,*,*,*,*,*,*,*,967,974,783,782,3506
1128,2018,Mesa Unified District,4235,Mountain View High School,4982,*,*,*,*,*,*,*,*,*,*,887,863,784,723,3257
1129,2018,Mesa Unified District,4235,O'Connor Elementary School,4949,74,79,61,66,64,80,77,80,*,*,*,*,*,*,581
1130,2018,Mesa Unified District,4235,Patterson Elementary,78938,*,76,76,84,105,102,103,95,*,*,*,*,*,*,641
1131,2018,Mesa Unified District,4235,Pomeroy Elementary School,4943,*,94,98,102,87,93,95,82,*,*,*,*,*,*,651
1132,2018,Mesa Unified District,4235,Porter Elementary School,4957,31,60,62,73,67,68,66,84,*,*,*,*,*,*,511
1133,2018,Mesa Unified District,4235,Poston Junior High School,4973,*,*,*,*,*,*,*,*,483,478,*,*,*,*,961
1134,2018,Mesa Unified District,4235,Red Mountain High School,4984,*,*,*,*,*,*,*,*,*,*,916,874,775,811,3376
1135,2018,Mesa Unified District,4235,Red Mountain Ranch Elementary,4960,25,52,65,78,80,66,102,86,*,*,*,*,*,*,554
1136,2018,Mesa Unified District,4235,Redbird Elementary School,4935,*,89,57,60,66,72,84,92,*,*,*,*,*,*,520
1137,2018,Mesa Unified District,4235,Rhodes Junior High School,4974,*,*,*,*,*,*,*,*,481,458,*,*,*,*,939
1138,2018,Mesa Unified District,4235,Robson Elementary School,4946,*,70,107,86,77,99,87,90,*,*,*,*,*,*,616
1139,2018,Mesa Unified District,4235,Roosevelt Elementary School,4933,*,86,78,79,86,80,65,79,*,*,*,*,*,*,553
1140,2018,Mesa Unified District,4235,Salk Elementary School,4936,23,78,78,66,86,90,88,92,*,*,*,*,*,*,601
1141,2018,Mesa Unified District,4235,Shepherd Junior High School,4977,*,*,*,*,*,*,*,*,347,331,*,*,*,*,682
1142,2018,Mesa Unified District,4235,Sirrine Elementary School,4947,*,50,46,56,54,53,56,59,*,*,*,*,*,*,374
1143,2018,Mesa Unified District,4235,Skyline High School,78917,*,*,*,*,*,*,*,*,*,*,640,647,612,610,2509
1144,2018,Mesa Unified District,4235,Smith Junior High School,79489,*,*,*,*,*,*,*,*,505,497,*,*,*,*,1002
1145,2018,Mesa Unified District,4235,Sousa Elementary School,4954,*,56,63,83,66,82,79,80,*,*,*,*,*,*,509
1146,2018,Mesa Unified District,4235,Stapley Junior High School,4979,*,*,*,*,*,*,*,*,500,471,*,*,*,*,971
1147,2018,Mesa Unified District,4235,Stevenson Elementary School,4939,26,93,94,82,99,116,111,112,*,*,*,*,*,*,733
1148,2018,Mesa Unified District,4235,Summit Academy,90753,*,84,79,97,80,110,110,82,226,217,*,*,*,*,1085
1149,2018,Mesa Unified District,4235,Taft Elementary School,4930,26,57,57,64,69,70,58,81,*,*,*,*,*,*,482
1150,2018,Mesa Unified District,4235,Taylor Junior High School,4975,*,*,*,*,*,*,*,*,574,576,*,*,*,*,1150
1151,2018,Mesa Unified District,4235,Washington Elementary School,4938,*,63,57,54,70,61,73,77,*,*,*,*,*,*,455
1152,2018,Mesa Unified District,4235,Webster Elementary School,4927,*,99,81,107,87,105,86,96,*,*,*,*,*,*,661
1153,2018,Mesa Unified District,4235,Westwood High School,4981,*,*,*,*,*,*,*,*,*,*,980,868,757,677,3282
1154,2018,Mesa Unified District,4235,Whitman Elementary School,4929,24,89,108,91,90,95,82,84,*,*,*,*,*,*,663
1155,2018,Mesa Unified District,4235,Whittier Elementary School,4928,29,71,70,67,75,70,79,71,*,*,*,*,*,*,532
1156,2018,Mesa Unified District,4235,Wilson Elementary School,6229,*,83,84,97,103,84,89,93,*,*,*,*,*,*,633
1157,2018,Mesa Unified District,4235,Zaharis Elementary,79807,*,129,125,119,133,129,117,126,*,*,*,*,*,*,878
1158,2018,"Metropolitan Arts Institute, Inc.",5181,Metropolitan Arts Institute,10847,*,*,*,*,*,*,*,*,16,22,39,46,53,49,225
1159,2018,"Mexicayotl Academy, Inc.",4463,Mexicayotl Academy,92176,*,20,23,16,14,15,*,*,*,*,*,*,*,*,88
1160,2018,"Mexicayotl Academy, Inc.",4463,Mexicayotl Charter School,5972,*,24,21,23,15,16,21,20,12,*,*,*,*,*,161
1161,2018,Miami Unified District,4211,Dr. Charles A. Bejarano Elementary School,81122,*,86,101,75,80,*,*,*,*,*,*,*,*,*,342
1162,2018,Miami Unified District,4211,Lee Kornegay Intermediate School,4868,*,*,*,*,*,73,86,70,*,*,*,*,*,*,229
1163,2018,Miami Unified District,4211,Miami Junior Senior High School,4869,*,*,*,*,*,*,*,*,93,95,93,79,49,38,447
1164,2018,Midtown Primary School,79994,Midtown Primary School,5526,*,20,25,21,30,21,*,*,*,*,*,*,*,*,117
1165,2018,Milestones Charter School,79207,Milestones Charter School,78843,*,55,48,35,23,25,12,16,17,17,*,*,*,*,248
1166,2018,Mingus Springs Charter School,4493,Mingus Springs Charter School,6133,*,17,12,16,16,13,20,22,14,20,*,*,*,*,150
1167,2018,Mingus Union High School District,4488,Mingus Online Academy,91320,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*
1168,2018,Mingus Union High School District,4488,Mingus Union High School,6127,*,*,*,*,*,*,*,*,*,*,327,322,268,246,1163
1169,2018,Mobile Elementary District,4253,Mobile Elementary School,5191,*,*,*,*,*,*,*,*,*,*,*,*,*,*,19
1170,2018,"Mohave Accelerated Elementary School, Inc.",85516,Mohave Accelerated Elementary School,85517,*,65,67,63,62,72,72,*,*,*,*,*,*,*,401
1171,2018,"Mohave Accelerated Elementary School, Inc.",85516,Mohave Accelerated Elementary School East,90194,*,22,22,21,17,24,17,*,*,*,*,*,*,*,123
1172,2018,Mohave Accelerated Learning Center,79498,Mohave Accelerated Learning Center,79510,*,*,*,*,*,*,*,86,73,74,70,67,44,61,475
1173,2018,Mohave Valley Elementary District,4379,Camp Mohave Elementary School,6049,*,*,*,*,101,125,109,*,*,*,*,*,*,*,335
1174,2018,Mohave Valley Elementary District,4379,Fort Mohave Elementary School,5590,29,108,121,108,*,*,*,*,*,*,*,*,*,*,372
1175,2018,Mohave Valley Elementary District,4379,Mohave Valley Junior High School,5589,*,*,*,*,*,*,*,97,128,158,*,*,*,*,383
1176,2018,Mohawk Valley Elementary District,4503,Mohawk Valley School,6181,*,*,13,19,16,22,24,20,19,20,*,*,*,*,165
1177,2018,"Montessori Academy, Inc.",80011,Montessori Academy,80012,*,12,24,24,22,16,22,11,15,12,*,*,*,*,158
1178,2018,"Montessori Day Public Schools Chartered, Inc.",4359,Montessori Day Public Schools Chartered - Mountainside,5544,*,28,25,28,23,22,21,23,13,*,*,*,*,*,187
1179,2018,"Montessori Day Public Schools Chartered, Inc.",4359,Montessori Day Public Schools Chartered - Tempe,5542,*,16,29,20,11,19,*,*,*,*,*,*,*,*,108
1180,2018,Montessori Education Centre Charter School,4363,Montessori Education Centre Charter School - Mesa,5552,*,41,60,39,32,31,32,16,*,*,*,*,*,*,251
1181,2018,Montessori Education Centre Charter School,4363,Montessori Education Centre Charter School - North Campus,79707,*,50,60,29,27,21,25,13,*,*,*,*,*,*,225
1182,2018,"Montessori House, Inc.",79548,Montessori House Charter School,79549,*,*,*,*,12,*,*,*,*,*,*,*,*,*,56
1183,2018,"Montessori Schoolhouse of Tucson, Inc.",4428,Montessori Schoolhouse,5869,*,13,*,*,*,*,*,*,*,*,*,*,*,*,13
1184,2018,"Montessori Schoolhouse of Tucson, Inc.",4428,Montessori Schoolhouse,6340,*,*,20,20,17,14,*,*,*,*,*,*,*,*,80
1185,2018,Morenci Unified District,4230,Fairbanks Middle School,92081,*,*,*,*,*,*,114,99,96,85,*,*,*,*,394
1186,2018,Morenci Unified District,4230,Metcalf Elementary School,4907,86,121,116,122,105,132,*,*,*,*,*,*,*,*,682
1187,2018,Morenci Unified District,4230,Morenci High School,4906,*,*,*,*,*,*,*,*,*,*,83,92,79,77,331
1188,2018,"Morrison Education Group, Inc.",90192,Sun Valley Charter School,90193,*,40,40,32,32,39,41,22,22,20,*,*,*,*,288
1189,2018,Morristown Elementary District,4251,Morristown Elementary School,5189,*,15,12,13,*,14,13,14,14,13,*,*,*,*,121
1190,2018,"Mountain Oak Charter School, Inc.",78873,Mountain Oak Charter School,78874,*,21,21,20,23,17,22,22,18,17,*,*,*,*,181
1191,2018,"Mountain Rose Academy, Inc.",10879,Mountain Rose Academy,10885,*,*,*,*,*,*,*,*,*,*,*,34,60,149,249
1192,2018,"Mountain School, Inc.",4203,Mountain School,4843,*,32,34,33,33,34,31,*,*,*,*,*,*,*,197
1193,2018,Murphy Elementary District,4265,Alfred F Garcia School,5293,30,36,41,50,41,52,55,41,53,53,*,*,*,*,452
1194,2018,Murphy Elementary District,4265,Arthur M Hamilton School,5290,18,15,20,20,16,30,25,20,24,27,*,*,*,*,215
1195,2018,Murphy Elementary District,4265,Jack L Kuban Elementary School,5291,24,44,36,30,33,37,53,41,46,38,*,*,*,*,382
1196,2018,Murphy Elementary District,4265,William R Sullivan Elementary School,5292,48,56,44,46,58,81,66,70,61,50,*,*,*,*,580
1197,2018,Naco Elementary District,4176,Naco Elementary School,4784,*,24,24,26,27,42,26,34,45,38,*,*,*,*,286
1198,2018,Nadaburg Unified School District,4252,Desert Oasis Elementary School,89748,*,49,41,39,40,55,51,49,41,65,*,*,*,*,432
1199,2018,Nadaburg Unified School District,4252,Nadaburg Elementary School,5190,*,35,27,34,38,40,53,29,31,40,*,*,*,*,335
1200,2018,Navajo County Accommodation District #99,4386,Navajo County Instruction for Success (NCIS),7654,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12
1201,2018,New Horizon School for the Performing Arts,4366,New Horizon School for the Performing Arts,5554,*,26,26,16,21,28,22,18,*,*,*,*,*,*,157
1202,2018,New School For The Arts,4316,New School for the Arts,5482,*,*,*,*,*,*,*,*,*,*,35,42,53,42,172
1203,2018,New School for the Arts Middle School,80985,New School for the Arts Middle School,80986,*,*,*,*,*,*,*,18,24,34,*,*,*,*,76
1204,2018,New World Educational Center,78882,New World Educational Center,78883,*,18,19,19,19,21,19,31,25,23,*,*,*,*,194
1205,2018,Noah Webster Schools - Mesa,10760,Noah Webster Schools- Mesa,10800,*,164,158,141,149,149,147,120,*,*,*,*,*,*,1028
1206,2018,Noah Webster Schools-Pima,92374,Noah Webster Schools-Pima,92345,*,69,78,94,71,48,42,32,*,*,*,*,*,*,434
1207,2018,Nogales Unified District,4457,A J Mitchell Elementary School,5958,*,63,62,56,63,85,79,*,*,*,*,*,*,*,408
1208,2018,Nogales Unified District,4457,Challenger Elementary School,5960,*,73,79,77,94,103,111,*,*,*,*,*,*,*,537
1209,2018,Nogales Unified District,4457,Desert Shadows Middle School,5954,*,*,*,*,*,*,*,241,244,245,*,*,*,*,730
1210,2018,Nogales Unified District,4457,Francisco Vasquez De Coronado Elementary School,5955,*,88,84,81,98,97,99,*,*,*,*,*,*,*,547
1211,2018,Nogales Unified District,4457,Lincoln Elementary School,5957,*,76,86,62,69,57,73,*,*,*,*,*,*,*,428
1212,2018,Nogales Unified District,4457,Mary L Welty Elementary School,5959,*,63,60,63,76,58,62,*,*,*,*,*,*,*,382
1213,2018,Nogales Unified District,4457,Nogales High School,5962,*,*,*,*,*,*,*,*,*,*,478,479,436,422,1815
1214,2018,Nogales Unified District,4457,Pierson Vocational High School,5961,*,*,*,*,*,*,*,*,*,*,29,33,26,33,121
1215,2018,Nogales Unified District,4457,Robert Bracker Elementary,6071,*,28,51,39,43,46,55,*,*,*,*,*,*,*,262
1216,2018,Nogales Unified District,4457,Wade Carpenter Middle School,5956,*,*,*,*,*,*,*,199,213,205,*,*,*,*,617
1217,2018,North Phoenix Preparatory Academy,90879,Great Hearts Academies - North Phoenix Prep,91422,*,*,*,*,*,*,*,*,99,100,86,42,44,25,396
1218,2018,"North Star Charter School, Inc.",79701,Arizona Preparatory Academy,79702,*,*,*,*,*,*,*,*,*,*,*,17,60,265,347
